model_group,model_name,model_size,family,dataset,stopping_rule,quantile,avg_tokens_saved_with_context,avg_tokens_saved_without_context,avg_percentage_saved_with_context,avg_percentage_saved_without_context,early_stopping_rate_with_context,early_stopping_rate_without_context,accuracy_dropped_with_context,abstention_increased_without_context
RL-Tuned Models,Skywork/Skywork-OR1-32B,32B,Skywork,imedqa,LengthStoppingRule,0.95,42.66,3.94,0.5015907088965171,0.05984359202925199,3.0,2.0,0.0,2.0
RL-Tuned Models,Skywork/Skywork-OR1-32B,32B,Skywork,imedqa,UncertaintyStoppingRule,0.95,84.05,222.53,1.9125273275080743,6.266003068148056,7.000000000000001,17.0,6.0,14.000000000000002
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,gpqa,LengthStoppingRule,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,gpqa,UncertaintyStoppingRule,0.95,445.95,958.25,9.80441813751368,22.618140780703342,20.0,55.00000000000001,0.0,25.0
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,gsm8k,LengthStoppingRule,0.95,86.65,0.0,0.7373021754184836,0.0,3.0,0.0,1.0,0.0
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,gsm8k,UncertaintyStoppingRule,0.95,87.72,432.95,1.3668812297967903,15.569867375154914,3.0,48.0,1.0,4.0
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,mmlu,LengthStoppingRule,0.95,72.38805970149254,9.253731343283581,0.4468074156732567,0.06462102893354457,2.9850746268656714,1.4925373134328357,1.4925373134328357,1.4925373134328357
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,mmlu,UncertaintyStoppingRule,0.95,207.3582089552239,2373.6119402985073,4.10211717721088,41.96898341652622,5.970149253731343,73.13432835820896,4.477611940298507,11.940298507462686
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,icraft,LengthStoppingRule,0.95,4.27536231884058,0.0,0.1648180570795869,0.0,2.898550724637681,0.0,1.4492753623188406,0.0
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,icraft,UncertaintyStoppingRule,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,imedqa,LengthStoppingRule,0.95,29.29,50.42,0.927610705284726,1.1611833906240987,5.0,3.0,1.0,3.0
Distilled Models,Qwen/Qwen3-0.6B,0.6B,Qwen,imedqa,UncertaintyStoppingRule,0.95,4.66,13.75,0.2382386157465355,0.8559842520980425,2.0,4.0,0.0,4.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,gpqa,LengthStoppingRule,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,gpqa,UncertaintyStoppingRule,0.95,0.0,889.65,0.0,20.275757994637083,0.0,40.0,0.0,35.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,gsm8k,LengthStoppingRule,0.95,9.04,0.0,0.10513107091762627,0.0,2.0,0.0,0.0,0.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,gsm8k,UncertaintyStoppingRule,0.95,121.77,787.66,2.0614456903014573,21.52686252100459,4.0,42.0,3.0,9.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,mmlu,LengthStoppingRule,0.95,19.402985074626866,0.0,0.14588710582426215,0.0,1.4925373134328357,0.0,0.0,0.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,mmlu,UncertaintyStoppingRule,0.95,91.16417910447761,2856.805970149254,1.592027220026417,50.817043408180425,2.9850746268656714,79.1044776119403,1.4925373134328357,64.17910447761194
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,icraft,LengthStoppingRule,0.95,25.971014492753625,7.217391304347826,1.0975206639116533,0.36121768451330455,7.246376811594203,4.3478260869565215,1.4492753623188406,4.3478260869565215
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,icraft,UncertaintyStoppingRule,0.95,22.463768115942027,17.81159420289855,1.1418675814585135,0.9105401782344943,4.3478260869565215,4.3478260869565215,1.4492753623188406,4.3478260869565215
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,imedqa,LengthStoppingRule,0.95,89.86,7.27,1.4576884609146525,0.18996603083355107,4.0,1.0,0.0,1.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.5B,DeepSeek,imedqa,UncertaintyStoppingRule,0.95,4.28,27.7,0.289056469213819,0.9716080556840828,2.0,5.0,0.0,5.0
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,gpqa,LengthStoppingRule,0.95,586.65,0.0,2.745316825434589,0.0,10.0,0.0,5.0,0.0
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,gpqa,UncertaintyStoppingRule,0.95,1897.9,2106.15,19.908549322450437,40.74302035584006,30.0,75.0,5.0,25.0
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,gsm8k,LengthStoppingRule,0.95,117.89,14.15,1.4714939861399774,0.20462762111352134,7.000000000000001,1.0,2.0,0.0
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,gsm8k,UncertaintyStoppingRule,0.95,56.07,610.97,0.999393352673157,21.635027787393433,3.0,72.0,2.0,2.0
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,mmlu,LengthStoppingRule,0.95,37.71641791044776,0.0,0.21767425353752964,0.0,1.4925373134328357,0.0,1.4925373134328357,0.0
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,mmlu,UncertaintyStoppingRule,0.95,42.92537313432836,3233.0149253731342,0.8803398920083749,51.568139872298325,1.4925373134328357,83.5820895522388,1.4925373134328357,19.402985074626866
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,icraft,LengthStoppingRule,0.95,10.985507246376812,39.391304347826086,0.3248803724088052,1.0026074878480016,2.898550724637681,4.3478260869565215,0.0,2.898550724637681
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,icraft,UncertaintyStoppingRule,0.95,12.608695652173912,19.17391304347826,0.47223579221625145,0.8524039808706041,1.4492753623188406,4.3478260869565215,0.0,2.898550724637681
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,imedqa,LengthStoppingRule,0.95,47.82,30.9,0.6835007167607643,0.37596821909547257,4.0,2.0,0.0,1.0
Distilled Models,Qwen/Qwen3-1.7B,1.7B,Qwen,imedqa,UncertaintyStoppingRule,0.95,26.14,101.21,0.8298500087131242,4.069325750048307,2.0,14.000000000000002,1.0,9.0
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,gpqa,LengthStoppingRule,0.95,411.25,0.0,1.929488944706597,0.0,10.0,0.0,10.0,0.0
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,gpqa,UncertaintyStoppingRule,0.95,367.3,1520.2,4.1521591679855305,25.952701794520245,5.0,40.0,5.0,30.0
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,gsm8k,LengthStoppingRule,0.95,0.0,33.82,0.0,0.45574848074649005,0.0,3.0,0.0,0.0
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,gsm8k,UncertaintyStoppingRule,0.95,7.44,1044.04,0.3315508021390374,32.05522381431333,1.0,74.0,1.0,13.0
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,mmlu,LengthStoppingRule,0.95,244.02985074626866,132.71641791044777,1.5312622236600486,0.9238514295838811,4.477611940298507,4.477611940298507,1.4925373134328357,0.0
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,mmlu,UncertaintyStoppingRule,0.95,22.059701492537314,2356.5223880597014,0.5279966848381358,45.52445514235675,1.4925373134328357,76.11940298507463,1.4925373134328357,43.28358208955223
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,icraft,LengthStoppingRule,0.95,12.73913043478261,0.0,0.2226121743912105,0.0,2.898550724637681,0.0,0.0,0.0
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,icraft,UncertaintyStoppingRule,0.95,15.608695652173912,59.333333333333336,0.4913029792941112,2.021293940038081,1.4492753623188406,7.246376811594203,1.4492753623188406,5.797101449275362
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,imedqa,LengthStoppingRule,0.95,137.73,42.48,1.545485895677872,0.5346101405443168,7.000000000000001,3.0,4.0,2.0
Distilled Models,microsoft/Phi-4-mini-reasoning,4B,Phi,imedqa,UncertaintyStoppingRule,0.95,81.02,200.83,1.7876252563515873,5.875414829790386,7.000000000000001,14.000000000000002,2.0,9.0
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,gpqa,LengthStoppingRule,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,gpqa,UncertaintyStoppingRule,0.95,1517.25,4178.8,15.846773832080236,48.899983882459615,25.0,65.0,10.0,45.0
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,gsm8k,LengthStoppingRule,0.95,231.55,163.02,1.1763310160626272,2.6557358664953945,5.0,13.0,3.0,3.0
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,gsm8k,UncertaintyStoppingRule,0.95,22.79,1192.46,0.7395733729785686,33.93424379266725,2.0,74.0,1.0,11.0
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,mmlu,LengthStoppingRule,0.95,0.0,195.46875,0.0,1.095745554425297,0.0,6.25,0.0,3.125
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,mmlu,UncertaintyStoppingRule,0.95,49.875,3629.78125,1.1649744410353584,51.06876126272386,6.25,75.0,6.25,37.5
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,icraft,LengthStoppingRule,0.95,161.768115942029,376.2608695652174,2.8266868375389427,7.408882182394786,5.797101449275362,20.28985507246377,1.4492753623188406,15.942028985507244
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,icraft,UncertaintyStoppingRule,0.95,53.231884057971016,549.4492753623189,1.445191894750479,13.131190515840274,4.3478260869565215,28.985507246376812,0.0,23.18840579710145
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,imedqa,LengthStoppingRule,0.95,248.49,220.97,2.9191393336339813,3.2597033693744577,9.0,14.000000000000002,3.0,14.000000000000002
Distilled Models,microsoft/Phi-4-mini-flash-reasoning,4B,Phi,imedqa,UncertaintyStoppingRule,0.95,52.32,359.17,0.7889022919179735,6.994308439782487,1.0,15.0,0.0,12.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,gpqa,LengthStoppingRule,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,gpqa,UncertaintyStoppingRule,0.95,0.0,569.55,0.0,11.576237791001839,0.0,20.0,0.0,15.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,gsm8k,LengthStoppingRule,0.95,38.76,0.0,0.43336444440785044,0.0,2.0,0.0,1.0,0.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,gsm8k,UncertaintyStoppingRule,0.95,122.03,146.9,1.8911130720141778,3.9252957048835184,4.0,8.0,3.0,1.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,mmlu,LengthStoppingRule,0.95,46.343283582089555,259.4029850746269,0.4227611387551452,1.986407502409766,2.9850746268656714,8.955223880597014,2.9850746268656714,7.462686567164178
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,mmlu,UncertaintyStoppingRule,0.95,161.80597014925374,3055.417910447761,4.144802268422321,51.420073963684565,10.44776119402985,83.5820895522388,10.44776119402985,56.71641791044776
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,icraft,LengthStoppingRule,0.95,22.840579710144926,16.08695652173913,0.5614003458298635,0.41438916213256555,4.3478260869565215,4.3478260869565215,0.0,4.3478260869565215
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,icraft,UncertaintyStoppingRule,0.95,58.333333333333336,12.347826086956522,1.7300609833367608,0.6325730577334284,5.797101449275362,1.4492753623188406,1.4492753623188406,1.4492753623188406
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,imedqa,LengthStoppingRule,0.95,22.93,38.77,0.3337384791454951,0.5133339355275389,3.0,2.0,0.0,2.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7B,DeepSeek,imedqa,UncertaintyStoppingRule,0.95,89.02,14.81,2.590968252829624,0.6842783900339562,7.000000000000001,4.0,2.0,4.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,gpqa,LengthStoppingRule,0.95,19.65,0.0,0.15008019552432597,0.0,5.0,0.0,0.0,0.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,gpqa,UncertaintyStoppingRule,0.95,338.05,463.45,4.0921195981116085,7.733791359535441,5.0,15.0,5.0,10.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,gsm8k,LengthStoppingRule,0.95,53.65,0.0,0.5929255284676478,0.0,3.0,0.0,1.0,0.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,gsm8k,UncertaintyStoppingRule,0.95,198.84,581.4,3.8822672137041296,14.969205262585,6.0,31.0,4.0,12.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,mmlu,LengthStoppingRule,0.95,65.80597014925372,68.1044776119403,0.5171168677687566,0.5209906483166695,4.477611940298507,4.477611940298507,1.4925373134328357,2.9850746268656714
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,mmlu,UncertaintyStoppingRule,0.95,516.3880597014926,3651.4776119402986,7.283004396528554,57.8011134038191,16.417910447761194,88.05970149253731,13.432835820895523,65.67164179104478
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,icraft,LengthStoppingRule,0.95,0.0,9.623188405797102,0.0,0.2749054582860667,0.0,2.898550724637681,0.0,2.898550724637681
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,icraft,UncertaintyStoppingRule,0.95,18.463768115942027,28.753623188405797,0.6656008693562375,1.1389915133392565,1.4492753623188406,4.3478260869565215,1.4492753623188406,4.3478260869565215
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,imedqa,LengthStoppingRule,0.95,23.02,36.1,0.4036382692261205,0.5649673620777514,4.0,3.0,1.0,3.0
Distilled Models,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,8B,DeepSeek,imedqa,UncertaintyStoppingRule,0.95,23.3,43.77,0.9925309107808797,1.5847631802604536,5.0,6.0,3.0,6.0
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,gpqa,LengthStoppingRule,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,gpqa,UncertaintyStoppingRule,0.95,0.0,1644.25,0.0,29.8640188638475,0.0,50.0,0.0,20.0
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,gsm8k,LengthStoppingRule,0.95,81.38,7.73,0.8521354249096474,0.11762264474169465,4.0,3.0,2.0,0.0
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,gsm8k,UncertaintyStoppingRule,0.95,264.11,931.93,5.3870092040959765,28.507905871752982,12.0,72.0,12.0,1.0
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,mmlu,LengthStoppingRule,0.95,36.95522388059702,277.5820895522388,0.28288655430164766,1.6985287907023003,2.9850746268656714,10.44776119402985,2.9850746268656714,4.477611940298507
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,mmlu,UncertaintyStoppingRule,0.95,24.970149253731343,3653.955223880597,0.4485658285829868,53.64455808064587,2.9850746268656714,85.07462686567165,2.9850746268656714,29.850746268656714
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,icraft,LengthStoppingRule,0.95,0.0,3.072463768115942,0.0,0.06809538493164764,0.0,1.4492753623188406,0.0,0.0
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,icraft,UncertaintyStoppingRule,0.95,12.08695652173913,165.69565217391303,0.5026495500018735,6.327548345167075,2.898550724637681,24.637681159420293,2.898550724637681,20.28985507246377
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,imedqa,LengthStoppingRule,0.95,112.37,81.62,1.5976306162540843,1.2929734762487934,8.0,7.000000000000001,3.0,4.0
Distilled Models,Qwen/Qwen3-8B,8B,Qwen,imedqa,UncertaintyStoppingRule,0.95,79.49,363.18,2.28800196596344,11.358262330196728,6.0,30.0,2.0,21.0
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,gpqa,LengthStoppingRule,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,gpqa,UncertaintyStoppingRule,0.95,0.0,3862.95,0.0,47.6057367221848,0.0,80.0,0.0,60.0
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,gsm8k,LengthStoppingRule,0.95,86.3,1447.71,2.040179444697683,25.132415317576484,7.000000000000001,61.0,4.0,20.0
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,gsm8k,UncertaintyStoppingRule,0.95,80.9,1920.83,1.9896270890904912,40.71807251917373,5.0,87.0,4.0,31.0
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,mmlu,LengthStoppingRule,0.95,252.04545454545453,3384.5151515151515,2.4134748940132513,23.471362180440977,6.0606060606060606,46.96969696969697,4.545454545454546,36.36363636363637
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,mmlu,UncertaintyStoppingRule,0.95,278.3181818181818,5488.469696969697,2.4395090071038963,56.45181140128041,4.545454545454546,84.84848484848484,1.5151515151515151,59.09090909090909
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,icraft,LengthStoppingRule,0.95,101.71014492753623,104.02898550724638,1.9708631515558928,2.176967437116764,10.144927536231885,13.043478260869565,10.144927536231885,13.043478260869565
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,icraft,UncertaintyStoppingRule,0.95,89.68115942028986,341.2028985507246,1.9721816869775286,10.394879538024798,2.898550724637681,23.18840579710145,2.898550724637681,23.18840579710145
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,imedqa,LengthStoppingRule,0.95,161.2,202.41,1.525807301749028,2.669813880718267,5.0,10.0,2.0,8.0
Distilled Models,microsoft/Phi-4-reasoning,14B,Phi,imedqa,UncertaintyStoppingRule,0.95,0.0,557.67,0.0,13.094653166391124,0.0,23.0,0.0,21.0
